fecha,empresa,numero_comprobante,articulo,precio_original,precio_normalizado,moneda,origen_dato,metodo_estimacion,observaciones_origen
2023-05-15,HOLCIM,0280-00149378,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-16,HOLCIM,0280-00149415,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-16,HOLCIM,0280-00149416,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-17,HOLCIM,0280-00149443,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-17,HOLCIM,0280-00149444,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-18,HOLCIM,0280-00149491,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-18,HOLCIM,0280-00149492,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-19,HOLCIM,0280-00149518,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-19,HOLCIM,0280-00149519,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-19,HOLCIM,0280-00149520,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-19,HOLCIM,0280-00149521,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-20,HOLCIM,0280-00149544,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-20,HOLCIM,0280-00149545,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-22,HOLCIM,0280-00149626,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-22,HOLCIM,0280-00149627,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-22,HOLCIM,0280-00149628,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-22,HOLCIM,0280-00149629,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-23,HOLCIM,0280-00149662,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-24,HOLCIM,0280-00149682,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-24,HOLCIM,0280-00149683,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-27,HOLCIM,0280-00149717,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-27,HOLCIM,0280-00149718,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-29,HOLCIM,0280-00149798,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-30,HOLCIM,0280-00149833,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-30,HOLCIM,0280-00149834,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-30,HOLCIM,0280-00149835,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-31,HOLCIM,0280-00149864,CEMENTO CPC40 BOL 50 KG,1593.06,31.8611,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-31,HOLCIM,0280-00149867,CEMENTO CPC40 BOL 50 KG,1591.85,31.8369,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-05-31,HOLCIM,0280-00149872,CEMENTO CPC40 BOL 50 KG,1591.85,31.8369,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-07,HOLCIM,0280-00150105,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-07,HOLCIM,0280-00150106,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-09,HOLCIM,0280-00150186,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-09,HOLCIM,0280-00150187,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-10,HOLCIM,0280-00150190,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-12,HOLCIM,0280-00150247,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-13,HOLCIM,0280-00150274,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-13,HOLCIM,0280-00150275,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-14,HOLCIM,0280-00150299,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-14,HOLCIM,0280-00150300,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-15,HOLCIM,0280-00150325,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-15,HOLCIM,0280-00150326,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-16,HOLCIM,0280-00150362,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-16,HOLCIM,0280-00150363,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-21,HOLCIM,0280-00150414,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-21,HOLCIM,0280-00150415,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-22,HOLCIM,0280-00150447,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-22,HOLCIM,0280-00150448,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-24,HOLCIM,0280-00150514,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-27,HOLCIM,0280-00150602,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-27,HOLCIM,0280-00150603,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-28,HOLCIM,0280-00150652,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-28,HOLCIM,0280-00150653,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-29,HOLCIM,0280-00150700,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-29,HOLCIM,0280-00150701,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-30,HOLCIM,0280-00150733,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-06-30,HOLCIM,0280-00150734,CEMENTO CPC40 BOL 50 KG,1730.06,34.6012,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-03,HOLCIM,0280-00150839,CEMENTO CPC40 BOL 50 KG,1873.65,37.4731,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-04,HOLCIM,0280-00150853,CEMENTO CPC40 BOL 50 KG,1873.65,37.4731,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-04,HOLCIM,0280-00150854,CEMENTO CPC40 BOL 50 KG,1873.65,37.4731,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-05,HOLCIM,0280-00150877,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-05,HOLCIM,0280-00150878,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-06,HOLCIM,0280-00150916,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-06,HOLCIM,0280-00150917,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-08,HOLCIM,0280-00150961,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-10,HOLCIM,0280-00150973,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-10,HOLCIM,0280-00150974,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-11,HOLCIM,0280-00151011,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-12,HOLCIM,0280-00151028,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-14,HOLCIM,0280-00151097,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-17,HOLCIM,0280-00151158,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-18,HOLCIM,0280-00151190,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-19,HOLCIM,0280-00151222,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-20,HOLCIM,0280-00151233,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-21,HOLCIM,0280-00151253,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-22,HOLCIM,0280-00151265,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-24,HOLCIM,0280-00151322,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-24,HOLCIM,0280-00151323,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-26,HOLCIM,0280-00151349,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-26,HOLCIM,0280-00151350,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-27,HOLCIM,0280-00151404,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-27,HOLCIM,0280-00151405,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-28,HOLCIM,0280-00151474,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-28,HOLCIM,0280-00151475,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-29,HOLCIM,0280-00151512,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-29,HOLCIM,0280-00151513,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-31,HOLCIM,0280-00151594,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-31,HOLCIM,0280-00151597,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-31,HOLCIM,0280-00151598,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-07-31,HOLCIM,0280-00151605,CEMENTO CPC40 BOL 50 KG,1816.56,36.3312,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-01,HOLCIM,0280-00151653,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-02,HOLCIM,0280-00151670,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-03,HOLCIM,0280-00151704,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-04,HOLCIM,0280-00151721,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-04,HOLCIM,0280-00151722,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-05,HOLCIM,0280-00151739,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-05,HOLCIM,0280-00151740,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-07,HOLCIM,0280-00151778,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-07,HOLCIM,0280-00151779,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-07,HOLCIM,0280-00151780,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-10,HOLCIM,0280-00151864,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-10,HOLCIM,0280-00151865,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-10,HOLCIM,0280-00151866,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-10,HOLCIM,0280-00151867,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-11,HOLCIM,0280-00151895,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-11,HOLCIM,0280-00151896,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-12,HOLCIM,0280-00151929,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-12,HOLCIM,0280-00151930,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-14,HOLCIM,0280-00151961,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-14,HOLCIM,0280-00151962,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-14,HOLCIM,0280-00151963,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-14,HOLCIM,0280-00151964,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-15,HOLCIM,0280-00152018,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-16,HOLCIM,0280-00152076,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-16,HOLCIM,0280-00152077,CEMENTO CPC40 BOL 50 KG,1931.01,38.6201,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-19,HOLCIM,0020-00152171,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-22,HOLCIM,0280-00152233,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-22,HOLCIM,0280-00152234,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-23,HOLCIM,0280-00152267,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-24,HOLCIM,0280-00152280,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-24,HOLCIM,0280-00152281,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-25,HOLCIM,0280-00152311,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-25,HOLCIM,0280-00152312,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-26,HOLCIM,0280-00152347,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-26,HOLCIM,0280-00152348,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-28,HOLCIM,0280-00152411,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-28,HOLCIM,0280-00152412,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-28,HOLCIM,0280-00152413,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-28,HOLCIM,0280-00152414,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-29,HOLCIM,0280-00152445,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-29,HOLCIM,0280-00152446,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-29,HOLCIM,0280-00152447,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-30,HOLCIM,0280-00152512,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-30,HOLCIM,0280-00152513,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-30,HOLCIM,0280-00152514,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
2023-08-31,HOLCIM,0280-00152548,CEMENTO CPC40 BOL 50 KG,2168.52,43.3704,ARS,REAL,,Importado desde db/sicons.xlsx - HOLCIM - CEMENTO CPC40 BOL 50 KG
