casa,compra,venta,fecha
blue,1510.0,1530.0,2026-01-01
blue,1510.0,1530.0,2026-01-02
blue,1510.0,1530.0,2026-01-03
blue,1510.0,1530.0,2026-01-04
blue,1495.0,1515.0,2026-01-05
blue,1500.0,1520.0,2026-01-06
blue,1495.0,1515.0,2026-01-07
blue,1490.0,1510.0,2026-01-08
blue,1485.0,1505.0,2026-01-09
blue,1485.0,1505.0,2026-01-10
blue,1485.0,1505.0,2026-01-11
blue,1485.0,1505.0,2026-01-12
blue,1485.0,1505.0,2026-01-13
blue,1495.0,1515.0,2026-01-14
blue,1490.0,1510.0,2026-01-15
blue,1480.0,1500.0,2026-01-16
blue,1480.0,1500.0,2026-01-17
blue,1480.0,1500.0,2026-01-18
blue,1485.0,1505.0,2026-01-19
blue,1485.0,1505.0,2026-01-20
blue,1480.0,1500.0,2026-01-21
blue,1475.0,1495.0,2026-01-22
blue,1465.0,1485.0,2026-01-23
blue,1465.0,1485.0,2026-01-24
blue,1465.0,1485.0,2026-01-25
blue,1470.0,1490.0,2026-01-26
blue,1470.0,1490.0,2026-01-27
blue,1465.0,1485.0,2026-01-28
blue,1455.0,1475.0,2026-01-29
blue,1450.0,1470.0,2026-01-30
blue,1450.0,1470.0,2026-01-31
blue,1450.0,1470.0,2026-02-01
blue,1430.0,1450.0,2026-02-03
blue,1435.0,1455.0,2026-02-04
blue,1420.0,1440.0,2026-02-05
blue,1415.0,1435.0,2026-02-06
blue,1415.0,1435.0,2026-02-07
blue,1415.0,1435.0,2026-02-08
blue,1410.0,1430.0,2026-02-09
blue,1405.0,1425.0,2026-02-10
blue,1415.0,1435.0,2026-02-11
blue,1420.0,1440.0,2026-02-12
blue,1420.0,1440.0,2026-02-13
blue,1420.0,1440.0,2026-02-14
blue,1420.0,1440.0,2026-02-15
blue,1420.0,1440.0,2026-02-16
blue,1420.0,1440.0,2026-02-17
blue,1415.0,1435.0,2026-02-18
blue,1420.0,1440.0,2026-02-19
blue,1410.0,1430.0,2026-02-20
blue,1410.0,1430.0,2026-02-21
blue,1410.0,1430.0,2026-02-22
blue,1405.0,1425.0,2026-02-23
blue,1410.0,1430.0,2026-02-24
blue,1425.0,1445.0,2026-02-25
blue,1405.0,1425.0,2026-02-26
blue,1405.0,1425.0,2026-02-27
blue,1405.0,1425.0,2026-02-28
blue,1405.0,1425.0,2026-03-01
blue,1400.0,1420.0,2026-03-02
blue,1405.0,1425.0,2026-03-03
blue,1395.0,1415.0,2026-03-04
blue,1380.0,1400.0,2026-03-05
blue,1395.0,1415.0,2026-03-06
blue,1395.0,1415.0,2026-03-07
blue,1395.0,1415.0,2026-03-08
blue,1405.0,1425.0,2026-03-09
blue,1405.0,1425.0,2026-03-10
blue,1395.0,1415.0,2026-03-11
blue,1400.0,1420.0,2026-03-12
blue,1395.0,1415.0,2026-03-13
blue,1395.0,1415.0,2026-03-14
blue,1395.0,1415.0,2026-03-15
blue,1405.0,1425.0,2026-03-16
blue,1415.0,1435.0,2026-03-17
blue,1415.0,1435.0,2026-03-18
blue,1410.0,1430.0,2026-03-19
blue,1405.0,1425.0,2026-03-20
blue,1405.0,1425.0,2026-03-21
blue,1405.0,1425.0,2026-03-22
blue,1405.0,1425.0,2026-03-23
blue,1405.0,1425.0,2026-03-24
blue,1400.0,1420.0,2026-03-25
blue,1405.0,1425.0,2026-03-26
blue,1395.0,1415.0,2026-03-27
blue,1395.0,1415.0,2026-03-28
blue,1395.0,1415.0,2026-03-29
blue,1405.0,1425.0,2026-03-30
blue,1390.0,1410.0,2026-03-31
blue,1395.0,1405.0,2026-04-01
blue,1395.0,1405.0,2026-04-02
blue,1395.0,1405.0,2026-04-03
blue,1395.0,1405.0,2026-04-04
blue,1395.0,1405.0,2026-04-05
blue,1390.0,1400.0,2026-04-06
blue,1385.0,1395.0,2026-04-07
blue,1380.0,1390.0,2026-04-08
blue,1380.0,1390.0,2026-04-09
blue,1375.0,1390.0,2026-04-10
blue,1375.0,1390.0,2026-04-11
blue,1375.0,1390.0,2026-04-12
blue,1385.0,1400.0,2026-04-13
blue,1390.0,1410.0,2026-04-14
blue,1390.0,1410.0,2026-04-15
blue,1395.0,1415.0,2026-04-16
blue,1390.0,1410.0,2026-04-17
blue,1390.0,1410.0,2026-04-18
blue,1390.0,1410.0,2026-04-19
blue,1390.0,1410.0,2026-04-20
blue,1390.0,1410.0,2026-04-21
blue,1395.0,1415.0,2026-04-22
blue,1400.0,1420.0,2026-04-23
blue,1400.0,1420.0,2026-04-24
blue,1400.0,1420.0,2026-04-25
blue,1400.0,1420.0,2026-04-26
blue,1410.0,1430.0,2026-04-27
blue,1410.0,1430.0,2026-04-28
